Provinsi,KabKota,Jenis_Ikan,Volume_Produksi,Nilai_Produksi,Konsumsi
JAWA TIMUR,KOTA BLITAR,PATIN,47.668,953360000,0.015
JAWA TIMUR,KOTA KEDIRI,LELE,828.65,2000821934,0.102
JAWA TIMUR,KOTA KEDIRI,NILA,816.1,336792021,0.01
JAWA TIMUR,KOTA KEDIRI,PATIN,903.2,68195000,0.021
JAWA TIMUR,KOTA KEDIRI,UDANG,1601.1,86245975,0.004
JAWA TIMUR,KOTA MADIUN,GABUS,8.2,328000000,0.002
JAWA TIMUR,KOTA MADIUN,LELE,176.7,2819400000,0.111
JAWA TIMUR,KOTA MADIUN,NILA,63.65,1587800000,0.035
JAWA TIMUR,KOTA MADIUN,PATIN,10.2,122400000,0.01
JAWA TIMUR,KOTA MALANG,LELE,112.13,1870670000,0.073
JAWA TIMUR,KOTA MALANG,NILA,13.265,352965000,0.013
JAWA TIMUR,KOTA MOJOKERTO,LELE,196.3,3140800000,0.088
JAWA TIMUR,KOTA MOJOKERTO,MUJAIR,514,12850000,0.087
JAWA TIMUR,KOTA MOJOKERTO,NILA,2544.85,535912000,0.005
JAWA TIMUR,KOTA MOJOKERTO,PATIN,3.25,70110000,0.015
JAWA TIMUR,KOTA PASURUAN,BANDENG,0,21804166000,0.033
JAWA TIMUR,KOTA PASURUAN,KAKAP,37.1,1043500000,0.003
JAWA TIMUR,KOTA PASURUAN,KEMBUNG,487.8,7215600000,0.033
JAWA TIMUR,KOTA PASURUAN,LELE,241.518,3622770000,0.043
JAWA TIMUR,KOTA PASURUAN,NILA,21.484,449379000,0.008
JAWA TIMUR,KOTA PASURUAN,SELAR,9.6,172800000,0.002
JAWA TIMUR,KOTA PASURUAN,TERI,250.5,2505000000,0.009
JAWA TIMUR,KOTA PASURUAN,UDANG,104.97,8574226000,0.029
JAWA TIMUR,KOTA PROBOLINGGO,BANDENG,269.37,948680029,0.009
JAWA TIMUR,KOTA PROBOLINGGO,GABUS,1067,42680000,0.001
JAWA TIMUR,KOTA PROBOLINGGO,KAKAP,1616.175,231616675,0.003
JAWA TIMUR,KOTA PROBOLINGGO,KEMBUNG,800,13497340,0.042
JAWA TIMUR,KOTA PROBOLINGGO,LELE,1360.87,2199211996,0.037
JAWA TIMUR,KOTA PROBOLINGGO,MUJAIR,750,8640000,0.009
JAWA TIMUR,KOTA PROBOLINGGO,NILA,1657.28,831023001,0.004
JAWA TIMUR,KOTA PROBOLINGGO,TERI,14.7,184900030,0.01
JAWA TIMUR,KOTA PROBOLINGGO,UDANG,1209.39,3297450000,0.021
JAWA TIMUR,KOTA SURABAYA,BANDENG,138.872,196268772000,0.061
JAWA TIMUR,KOTA SURABAYA,GABUS,10.799,410362000,0.001
JAWA TIMUR,KOTA SURABAYA,LELE,839.441,15114839000,0.084
JAWA TIMUR,KOTA SURABAYA,MAS,8.252,123780000,0.002
JAWA TIMUR,KOTA SURABAYA,MUJAIR,21.42,351082000,0.074
JAWA TIMUR,KOTA SURABAYA,NILA,51.299,1139245000,0.01
JAWA TIMUR,KOTA SURABAYA,PATIN,23.3,419400000,0.015
JAWA TIMUR,KOTA SURABAYA,TERI,161,4251800000,0.005
JAWA TIMUR,KOTA SURABAYA,UDANG,0,114496480000,0.03
JAWA TIMUR,LAMONGAN,BANDENG,828.449,262021494000,0.088
JAWA TIMUR,LAMONGAN,BARONANG,843.295,19880662636,0.003
JAWA TIMUR,LAMONGAN,GABUS,794.845,2292232000,0.012
JAWA TIMUR,LAMONGAN,KAKAP,1600.186,8921025920,0.003
JAWA TIMUR,LAMONGAN,KEMBUNG,1023,251703044,0.015
JAWA TIMUR,LAMONGAN,LELE,35.229,61635295400,0.061
JAWA TIMUR,LAMONGAN,MAS,3.071,18711815500,0.012
JAWA TIMUR,LAMONGAN,MUJAIR,635.139,6351390000,0.123
JAWA TIMUR,LAMONGAN,NILA,511.193,151537229600,0.007
JAWA TIMUR,LAMONGAN,PATIN,20.568,330821800,0.003
JAWA TIMUR,LAMONGAN,SELAR,865.49,7575073447,0.002
JAWA TIMUR,LAMONGAN,TENGGIRI,28.363,575015275,0.002
JAWA TIMUR,LAMONGAN,TERI,7.582,119736636,0.004
JAWA TIMUR,LAMONGAN,TONGKOL,31.843,601827833,0.028
JAWA TIMUR,LAMONGAN,UDANG,443,890761767843,0.032
JAWA TIMUR,LUMAJANG,GABUS,3892.83,255015800,0.002
JAWA TIMUR,LUMAJANG,KAKAP,36.272,1319620000,0.001
JAWA TIMUR,LUMAJANG,KEMBUNG,32.256,322560000,0.02
JAWA TIMUR,LUMAJANG,LELE,4838.853,13490423420,0.07
JAWA TIMUR,LUMAJANG,MAS,4838.504,310545000,0.003
JAWA TIMUR,LUMAJANG,MUJAIR,4765.064,261047000,0.05
JAWA TIMUR,LUMAJANG,NILA,5968.226,33212530000,0.016
JAWA TIMUR,LUMAJANG,PATIN,14.583,218745000,0.001
JAWA TIMUR,LUMAJANG,TENGGIRI,532,18620000,0.001
JAWA TIMUR,LUMAJANG,TONGKOL,120.189,1881783000,0.039
JAWA TIMUR,LUMAJANG,UDANG,3227.612,46750240000,0.017
JAWA TIMUR,MADIUN,LELE,8.6,32944750000,0.078
JAWA TIMUR,MADIUN,NILA,667.6,12670800000,0.012
JAWA TIMUR,MADIUN,PATIN,1124.2,4560745000,0.005
JAWA TIMUR,MADIUN,UDANG,24,622000000,0.001
JAWA TIMUR,MAGETAN,LELE,3.05,21839275000,0.079
JAWA TIMUR,MAGETAN,NILA,127.39,2963030000,0.013
JAWA TIMUR,MAGETAN,PATIN,28.9,454975000,0.005
JAWA TIMUR,MAGETAN,UDANG,500,25000000,0.002
JAWA TIMUR,MALANG,CAKALANG,498.223,40862600000,0.001
JAWA TIMUR,MALANG,EKOR KUNING,117,1701225,0.001
JAWA TIMUR,MALANG,KEMBUNG,57.131,914096000,0.004
JAWA TIMUR,MALANG,LELE,0,81872325000,0.041
JAWA TIMUR,MALANG,MAS,1567.388,856613000,0.001
JAWA TIMUR,MALANG,NILA,327.712,109610913500,0.003
JAWA TIMUR,MALANG,PATIN,712,12816000,0.001
JAWA TIMUR,MALANG,TONGKOL,1256.066,12560660000,0.025
JAWA TIMUR,MALANG,TUNA,23.09,111209748000,0.007
JAWA TIMUR,MALANG,UDANG,1227.309,59864750000,0.007
JAWA TIMUR,MOJOKERTO,GABUS,1004.25,189000000,0.003
JAWA TIMUR,MOJOKERTO,LELE,302.5,17592560000,0.074
JAWA TIMUR,MOJOKERTO,MAS,103.7,72200000,0.002
JAWA TIMUR,MOJOKERTO,MUJAIR,36.6,439200000,0.081
JAWA TIMUR,MOJOKERTO,NILA,479.35,1245100000,0.007
JAWA TIMUR,MOJOKERTO,PATIN,1233.9,652500000,0.007
JAWA TIMUR,MOJOKERTO,UDANG,5.1,153000000,0.019
JAWA TIMUR,NGANJUK,LELE,0,83253569516,0.075
JAWA TIMUR,NGANJUK,MUJAIR,24.8,312733304,0.006
JAWA TIMUR,NGANJUK,NILA,102.25,1250757312,0.005
JAWA TIMUR,NGANJUK,PATIN,54.779,806420097,0.003
JAWA TIMUR,NGANJUK,UDANG,56.5,183800940,0.003
JAWA TIMUR,NGAWI,LELE,0,41975440000,0.091
JAWA TIMUR,NGAWI,NILA,853.875,6140519000,0.008
JAWA TIMUR,NGAWI,PATIN,1085.282,10789040300,0.021
JAWA TIMUR,NGAWI,UDANG,1752.4,342847000,0.001
JAWA TIMUR,PACITAN,CAKALANG,2045.123,70842172000,0.001
JAWA TIMUR,PACITAN,EKOR KUNING,53.129,531290000,0.003
JAWA TIMUR,PACITAN,KAKAP,4.554,60876646,0.002
JAWA TIMUR,PACITAN,KEMBUNG,1178.977,348154000,0.051
JAWA TIMUR,PACITAN,LELE,1383.641,5873800650,0.018
JAWA TIMUR,PACITAN,MAS,5.633,112660000,0.001
JAWA TIMUR,PACITAN,NILA,960.359,1429870800,0.003
JAWA TIMUR,PACITAN,SELAR,2.091,20910000,0.001
JAWA TIMUR,PACITAN,TONGKOL,490.427,27483675000,0.053
JAWA TIMUR,PACITAN,TUNA,2495.193,63374185000,0.015
JAWA TIMUR,PACITAN,UDANG,181.905,107523655000,0.003
JAWA TIMUR,PAMEKASAN,BANDENG,8.068,169990000,0.002
JAWA TIMUR,PAMEKASAN,BAWAL,206.778,3617273670,0.002
JAWA TIMUR,PAMEKASAN,CAKALANG,600,13200000,0.015
JAWA TIMUR,PAMEKASAN,KEMBUNG,1446.985,59042683418,0.012
JAWA TIMUR,PAMEKASAN,LELE,702.046,12057761009,0.006
JAWA TIMUR,PAMEKASAN,NILA,42,1015000,0.001
JAWA TIMUR,PAMEKASAN,SELAR,150.762,129000000,0.005
JAWA TIMUR,PAMEKASAN,TENGGIRI,754.62,4112719862,0.003
JAWA TIMUR,PAMEKASAN,TERI,1143.2,76525033984,0.022
JAWA TIMUR,PAMEKASAN,TONGKOL,3060.877,38993872797,0.058
JAWA TIMUR,PAMEKASAN,UDANG,942.659,21196671103,0.008
JAWA TIMUR,PASURUAN,BANDENG,0,67149558415,0.03
JAWA TIMUR,PASURUAN,GABUS,12.2,420001200,0.003
JAWA TIMUR,PASURUAN,LELE,39.932,61116185747,0.03
JAWA TIMUR,PASURUAN,MAS,7.115,231125000,0.001
JAWA TIMUR,PASURUAN,MUJAIR,104.043,11719952576,0.062
JAWA TIMUR,PASURUAN,NILA,245.497,61544884283,0.008
JAWA TIMUR,PASURUAN,PATIN,224.166,3758665260,0.003
JAWA TIMUR,PASURUAN,SELAR,3.7,71528400,0.001
JAWA TIMUR,PASURUAN,TERI,206.45,33457689720,0.011
JAWA TIMUR,PASURUAN,UDANG,325.7,349101355085,0.023
JAWA TIMUR,PONOROGO,LELE,0,22113840000,0.058
JAWA TIMUR,PONOROGO,NILA,46.656,1194704000,0.007
JAWA TIMUR,PONOROGO,PATIN,18.546,306976000,0.008
JAWA TIMUR,PROBOLINGGO,BANDENG,580.69,7548970000,0.005
JAWA TIMUR,PROBOLINGGO,KAKAP,544.31,242390750,0.001
JAWA TIMUR,PROBOLINGGO,KEMBUNG,1342.953,14944401000,0.039
JAWA TIMUR,PROBOLINGGO,LELE,1329.5,11367037397,0.012
JAWA TIMUR,PROBOLINGGO,MAS,401,42000000,0.001
JAWA TIMUR,PROBOLINGGO,MUJAIR,88.46,985300000,0.006
JAWA TIMUR,PROBOLINGGO,NILA,467.12,10623443939,0.005
JAWA TIMUR,PROBOLINGGO,SELAR,574.845,33345257423,0.005
JAWA TIMUR,PROBOLINGGO,TENGGIRI,901.35,74400600,0.001
JAWA TIMUR,PROBOLINGGO,TERI,111.283,14459550000,0.011
JAWA TIMUR,PROBOLINGGO,TONGKOL,836.284,125117792500,0.061
JAWA TIMUR,PROBOLINGGO,UDANG,504.611,692066153025,0.015
JAWA TIMUR,SAMPANG,BANDENG,380.82,7616400000,0.016
JAWA TIMUR,SAMPANG,BAWAL,1544.039,8494880000,0.001
JAWA TIMUR,SAMPANG,CAKALANG,2309.114,38635205000,0.009
JAWA TIMUR,SAMPANG,KEMBUNG,1898.498,30107267000,0.061
JAWA TIMUR,SAMPANG,LELE,109.866,1922655000,0.02
JAWA TIMUR,SAMPANG,MUJAIR,18.946,246298000,0.012
JAWA TIMUR,SAMPANG,PATIN,2.28,51300000,0.001
JAWA TIMUR,SAMPANG,SELAR,1694.55,4752100000,0.038
JAWA TIMUR,SAMPANG,TERI,94.741,25403149250,0.021
JAWA TIMUR,SAMPANG,TONGKOL,991.6,9629250000,0.059
JAWA TIMUR,SAMPANG,UDANG,953.292,53777690000,0.007
JAWA TIMUR,SIDOARJO,BANDENG,0,755469000000,0.044
JAWA TIMUR,SIDOARJO,KAKAP,70.4,2464000000,0.005
JAWA TIMUR,SIDOARJO,LELE,7.03,335802800000,0.088
JAWA TIMUR,SIDOARJO,MUJAIR,70.5,58841200000,0.102
JAWA TIMUR,SIDOARJO,NILA,1014.7,314572200000,0.011
JAWA TIMUR,SIDOARJO,PATIN,476.9,21959400000,0.012
JAWA TIMUR,SIDOARJO,UDANG,18.1,885596500000,0.028
JAWA TIMUR,SITUBONDO,BANDENG,10.095,356995000,0.002
JAWA TIMUR,SITUBONDO,BAWAL,267.275,6537328000,0.001
JAWA TIMUR,SITUBONDO,EKOR KUNING,96.536,1969902600,0.019
JAWA TIMUR,SITUBONDO,KAKAP,1513.286,22857164500,0.002
JAWA TIMUR,SITUBONDO,KEMBUNG,520.996,7415201600,0.013
JAWA TIMUR,SITUBONDO,LELE,210.09,3403870000,0.017
JAWA TIMUR,SITUBONDO,MUJAIR,500,7500000,0.004
JAWA TIMUR,SITUBONDO,NILA,303.025,74920000,0.003
JAWA TIMUR,SITUBONDO,SELAR,259.6,3529415200,0.01
JAWA TIMUR,SITUBONDO,TENGGIRI,74,3160144000,0.003
JAWA TIMUR,SITUBONDO,TERI,748.3,14768445000,0.027
JAWA TIMUR,SITUBONDO,TONGKOL,910.513,39676947600,0.076
JAWA TIMUR,SITUBONDO,UDANG,481.432,731859348000,0.012
JAWA TIMUR,SUMENEP,BANDENG,449.8,11040150000,0.039
JAWA TIMUR,SUMENEP,BARONANG,1583.37,15462360000,0.031
JAWA TIMUR,SUMENEP,BAWAL,29.74,1130120000,0.004
JAWA TIMUR,SUMENEP,EKOR KUNING,1135.351,20436318000,0.042
JAWA TIMUR,SUMENEP,KAKAP,1.395,80212500,0.007
JAWA TIMUR,SUMENEP,KEMBUNG,1015.272,32535365600,0.047
JAWA TIMUR,SUMENEP,LELE,215.706,3667002000,0.016
JAWA TIMUR,SUMENEP,MUJAIR,180.124,1830171700,0.018
JAWA TIMUR,SUMENEP,NILA,36.769,791406200,0.002
JAWA TIMUR,SUMENEP,SELAR,1164.29,12048777000,0.032
JAWA TIMUR,SUMENEP,TENGGIRI,1598.623,62180979000,0.022
JAWA TIMUR,SUMENEP,TERI,3317.124,53260203000,0.028
JAWA TIMUR,SUMENEP,TONGKOL,1176.376,15439208000,0.104
JAWA TIMUR,SUMENEP,UDANG,0,291852841000,0.027
JAWA TIMUR,TRENGGALEK,CAKALANG,1354.855,10929759986,0.008
JAWA TIMUR,TRENGGALEK,EKOR KUNING,39.75,40155402,0.002
JAWA TIMUR,TRENGGALEK,KEMBUNG,697.144,187742600,0.014
JAWA TIMUR,TRENGGALEK,LELE,9.964,55001274099,0.041
JAWA TIMUR,TRENGGALEK,NILA,126.189,2135465426,0.004
JAWA TIMUR,TRENGGALEK,PATIN,127.678,1787492000,0.001
JAWA TIMUR,TRENGGALEK,SELAR,1255.931,1071475458,0.006
JAWA TIMUR,TRENGGALEK,TENGGIRI,1513.004,190517164,0.002
JAWA TIMUR,TRENGGALEK,TERI,1717.172,1027880000,0.072
JAWA TIMUR,TRENGGALEK,TONGKOL,814.057,86390012755,0.071
JAWA TIMUR,TRENGGALEK,TUNA,399.825,6103389955,0.014
JAWA TIMUR,TRENGGALEK,UDANG,0,76432568040,0.004
JAWA TIMUR,TUBAN,BANDENG,0,149394684000,0.031
JAWA TIMUR,TUBAN,BAWAL,640.289,22537839444,0.002
JAWA TIMUR,TUBAN,GABUS,9.481,451400000,0.005
JAWA TIMUR,TUBAN,KEMBUNG,288.006,5016131543,0.02
JAWA TIMUR,TUBAN,LELE,0,143080568000,0.07
JAWA TIMUR,TUBAN,MAS,0,61437099000,0.002
JAWA TIMUR,TUBAN,MUJAIR,572.526,6703708000,0.025
JAWA TIMUR,TUBAN,NILA,0,100319270000,0.011
JAWA TIMUR,TUBAN,PATIN,953.938,15556342000,0.004
JAWA TIMUR,TUBAN,SELAR,756.055,9001963112,0.008
JAWA TIMUR,TUBAN,TENGGIRI,676.632,36643180400,0.003
JAWA TIMUR,TUBAN,TERI,674.514,54624299552,0.002
JAWA TIMUR,TUBAN,TONGKOL,618.436,12575406148,0.03
JAWA TIMUR,TUBAN,UDANG,205.586,587323391900,0.012
JAWA TIMUR,TULUNGAGUNG,BAWAL,10.634,212680000,0.001
JAWA TIMUR,TULUNGAGUNG,CAKALANG,95.681,1817939000,0.001
JAWA TIMUR,TULUNGAGUNG,GABUS,529,17004000,0.002
JAWA TIMUR,TULUNGAGUNG,KEMBUNG,80.16,1202400000,0.011
JAWA TIMUR,TULUNGAGUNG,LELE,473,178181161700,0.122
JAWA TIMUR,TULUNGAGUNG,MUJAIR,788,11338000,0.003
JAWA TIMUR,TULUNGAGUNG,NILA,22.47,363157150,0.024
JAWA TIMUR,TULUNGAGUNG,PATIN,0,125153643425,0.017
JAWA TIMUR,TULUNGAGUNG,TENGGIRI,83.265,3330600000,0.004
JAWA TIMUR,TULUNGAGUNG,TERI,648.376,6483760000,0.026
JAWA TIMUR,TULUNGAGUNG,TONGKOL,1492.176,21779175000,0.042
JAWA TIMUR,TULUNGAGUNG,TUNA,130.83,1790512500,0.012
JAWA TIMUR,TULUNGAGUNG,UDANG,1690.37,40754399000,0.006
KALIMANTAN BARAT,BENGKAYANG,EKOR KUNING,54.375,1087500000,0.009
KALIMANTAN BARAT,BENGKAYANG,GABUS,3006.992,5573460000,0.053
KALIMANTAN BARAT,BENGKAYANG,KAKAP,48.175,1204375000,0.005
KALIMANTAN BARAT,BENGKAYANG,KEMBUNG,95.665,2391625000,0.053
KALIMANTAN BARAT,BENGKAYANG,LELE,6038.039,7174360000,0.026
KALIMANTAN BARAT,BENGKAYANG,MAS,109.065,4437275000,0.004
KALIMANTAN BARAT,BENGKAYANG,MUJAIR,23.9,597500000,0.001
KALIMANTAN BARAT,BENGKAYANG,NILA,193.9,5997000000,0.035
KALIMANTAN BARAT,BENGKAYANG,PATIN,1077.017,2846128000,0.015
KALIMANTAN BARAT,BENGKAYANG,TERI,293.72,11748800000,0.001
KALIMANTAN BARAT,BENGKAYANG,TONGKOL,33.1,827500000,0.106
KALIMANTAN BARAT,BENGKAYANG,UDANG,2168.528,32286410000,0.012
KALIMANTAN BARAT,KAPUAS HULU,GABUS,1400.441,782401758000,0.055
KALIMANTAN BARAT,KAPUAS HULU,LELE,1436.179,162633502000,0.02
KALIMANTAN BARAT,KAPUAS HULU,MAS,1072.556,15015784000,0.003
KALIMANTAN BARAT,KAPUAS HULU,NILA,830,208223610000,0.042
KALIMANTAN BARAT,KAPUAS HULU,PATIN,1341.149,211824517000,0.056
KALIMANTAN BARAT,KAYONG UTARA,BAWAL,1270.515,15456020450,0.015
KALIMANTAN BARAT,KAYONG UTARA,EKOR KUNING,215.159,5378975000,0.003
KALIMANTAN BARAT,KAYONG UTARA,GABUS,59.893,2395720000,0.026
KALIMANTAN BARAT,KAYONG UTARA,KAKAP,935.225,19263215225,0.003
KALIMANTAN BARAT,KAYONG UTARA,KEMBUNG,406.155,153152814214,0.107
KALIMANTAN BARAT,KAYONG UTARA,LELE,195.151,6032365000,0.009
KALIMANTAN BARAT,KAYONG UTARA,NILA,144.348,5427465000,0.028
KALIMANTAN BARAT,KAYONG UTARA,PATIN,14.808,592320000,0.001
KALIMANTAN BARAT,KAYONG UTARA,SELAR,264.425,2514975150,0.009
KALIMANTAN BARAT,KAYONG UTARA,TENGGIRI,2144.581,21306450000,0.013
KALIMANTAN BARAT,KAYONG UTARA,TERI,117.785,91824600000,0.001
KALIMANTAN BARAT,KAYONG UTARA,TONGKOL,847.46,1713800000,0.067
KALIMANTAN BARAT,KAYONG UTARA,UDANG,1932.135,31490075000,0.07
KALIMANTAN BARAT,KETAPANG,BANDENG,0,173260000000,0.06
KALIMANTAN BARAT,KETAPANG,BAWAL,991.615,138996540000,0.024
KALIMANTAN BARAT,KETAPANG,GABUS,324.394,4421065000,0.057
KALIMANTAN BARAT,KETAPANG,KEMBUNG,1356.415,93525775000,0.076
KALIMANTAN BARAT,KETAPANG,LELE,1010.05,84733525000,0.035
KALIMANTAN BARAT,KETAPANG,MAS,474.605,16611175000,0.006
KALIMANTAN BARAT,KETAPANG,MUJAIR,1390.352,15305710000,0.004
KALIMANTAN BARAT,KETAPANG,NILA,690.404,46891920000,0.032
KALIMANTAN BARAT,KETAPANG,PATIN,758.858,3583890000,0.005
KALIMANTAN BARAT,KETAPANG,SELAR,800,48000000000,0.009
KALIMANTAN BARAT,KETAPANG,TENGGIRI,948.477,56908620000,0.005
KALIMANTAN BARAT,KETAPANG,UDANG,4046.319,526136665000,0.02
KALIMANTAN BARAT,KOTA PONTIANAK,CAKALANG,24.813,744390000,0.001
KALIMANTAN BARAT,KOTA PONTIANAK,EKOR KUNING,18.973,604055000,0.005
KALIMANTAN BARAT,KOTA PONTIANAK,KAKAP,68.54,3055005000,0.01
KALIMANTAN BARAT,KOTA PONTIANAK,KEMBUNG,973.07,91230000,0.107
KALIMANTAN BARAT,KOTA PONTIANAK,LELE,463.405,8341290000,0.018
KALIMANTAN BARAT,KOTA PONTIANAK,MAS,38.272,1148160000,0.005
KALIMANTAN BARAT,KOTA PONTIANAK,NILA,223.254,5581350000,0.088
KALIMANTAN BARAT,KOTA PONTIANAK,PATIN,26.323,630955000,0.007
KALIMANTAN BARAT,KOTA PONTIANAK,SELAR,22.782,656810000,0.002
KALIMANTAN BARAT,KOTA PONTIANAK,TENGGIRI,64.168,4435550000,0.022
KALIMANTAN BARAT,KOTA PONTIANAK,TONGKOL,31.387,1098545000,0.104
KALIMANTAN BARAT,KOTA PONTIANAK,UDANG,1.908,228960000,0.059
KALIMANTAN BARAT,KOTA SINGKAWANG,EKOR KUNING,50.747,1420916000,0.033
KALIMANTAN BARAT,KOTA SINGKAWANG,GABUS,18.53,674885000,0.009
KALIMANTAN BARAT,KOTA SINGKAWANG,KAKAP,180.442,9143265000,0.002
KALIMANTAN BARAT,KOTA SINGKAWANG,KEMBUNG,139.415,4182450000,0.086
KALIMANTAN BARAT,KOTA SINGKAWANG,LELE,625.487,12509740000,0.021
KALIMANTAN BARAT,KOTA SINGKAWANG,MAS,35.387,1238545000,0.001
KALIMANTAN BARAT,KOTA SINGKAWANG,NILA,121.31,3032750000,0.024
KALIMANTAN BARAT,KOTA SINGKAWANG,PATIN,419.425,7054783000,0.003
KALIMANTAN BARAT,KOTA SINGKAWANG,SELAR,30.738,768450000,0.03
KALIMANTAN BARAT,KOTA SINGKAWANG,TENGGIRI,178.437,10706220000,0.017
KALIMANTAN BARAT,KOTA SINGKAWANG,TONGKOL,161.276,4838280000,0.156
KALIMANTAN BARAT,KOTA SINGKAWANG,UDANG,306.513,24245360000,0.051
KALIMANTAN BARAT,KUBU RAYA,BAWAL,228.306,1073117000,0.003
KALIMANTAN BARAT,KUBU RAYA,GABUS,919.714,365347000,0.034
KALIMANTAN BARAT,KUBU RAYA,KAKAP,24.051,432918000,0.001
KALIMANTAN BARAT,KUBU RAYA,KEMBUNG,25.421,503294000,0.083
KALIMANTAN BARAT,KUBU RAYA,LELE,334.954,6539472000,0.014
KALIMANTAN BARAT,KUBU RAYA,MAS,18.213,637455000,0.002
KALIMANTAN BARAT,KUBU RAYA,NILA,1932.462,56041398000,0.052
KALIMANTAN BARAT,KUBU RAYA,PATIN,44.16,786798000,0.005
KALIMANTAN BARAT,KUBU RAYA,SELAR,331.604,2251640000,0.003
KALIMANTAN BARAT,KUBU RAYA,TENGGIRI,713.884,5280629000,0.004
KALIMANTAN BARAT,KUBU RAYA,TERI,280.861,2808610000,0.002
KALIMANTAN BARAT,KUBU RAYA,TONGKOL,104.961,1431410000,0.087
KALIMANTAN BARAT,KUBU RAYA,UDANG,901.295,67177294000,0.028
KALIMANTAN BARAT,LANDAK,LELE,749.502,2159036000,0.04
KALIMANTAN BARAT,LANDAK,MAS,1076.87,2750520000,0.024
KALIMANTAN BARAT,LANDAK,NILA,782.495,21127365000,0.084
KALIMANTAN BARAT,LANDAK,PATIN,2448.838,555000000,0.035
KALIMANTAN BARAT,LANDAK,UDANG,755.136,588600000,0.007
KALIMANTAN BARAT,MELAWI,GABUS,588.22,108420000,0.022
KALIMANTAN BARAT,MELAWI,LELE,2549.61,42983870000,0.057
KALIMANTAN BARAT,MELAWI,MAS,183.547,50493390000,0.028
KALIMANTAN BARAT,MELAWI,NILA,254.793,79163900000,0.097
KALIMANTAN BARAT,MELAWI,PATIN,2368.172,32495805000,0.048
KALIMANTAN BARAT,MELAWI,UDANG,1.971,157680000,0.004
KALIMANTAN BARAT,MEMPAWAH,BAWAL,143.983,11974625000,0.005
KALIMANTAN BARAT,MEMPAWAH,EKOR KUNING,111.956,3358680000,0.008
KALIMANTAN BARAT,MEMPAWAH,GABUS,88.97,3113950000,0.012
KALIMANTAN BARAT,MEMPAWAH,KAKAP,351.305,18916095000,0.001
KALIMANTAN BARAT,MEMPAWAH,KEMBUNG,14.25,356250000,0.079
KALIMANTAN BARAT,MEMPAWAH,LELE,270.918,6012360000,0.002
KALIMANTAN BARAT,MEMPAWAH,MAS,1291.844,35865640000,0.007
KALIMANTAN BARAT,MEMPAWAH,NILA,1613.831,40222223000,0.041
KALIMANTAN BARAT,MEMPAWAH,PATIN,110.969,4088901000,0.011
KALIMANTAN BARAT,MEMPAWAH,SELAR,26.92,453685000,0.02
KALIMANTAN BARAT,MEMPAWAH,TENGGIRI,50.58,2276100000,0.007
KALIMANTAN BARAT,MEMPAWAH,TERI,455.522,6832830000,0.002
KALIMANTAN BARAT,MEMPAWAH,TONGKOL,19.069,447215000,0.089
KALIMANTAN BARAT,MEMPAWAH,UDANG,697.02,28983820000,0.05
KALIMANTAN BARAT,SAMBAS,BANDENG,0,48311985000,0.055
KALIMANTAN BARAT,SAMBAS,BAWAL,97.87,4968397730,0.015
KALIMANTAN BARAT,SAMBAS,EKOR KUNING,73.57,1839250000,0.019
KALIMANTAN BARAT,SAMBAS,GABUS,570.39,560285299,0.021
KALIMANTAN BARAT,SAMBAS,KAKAP,2075.631,5506785000,0.001
KALIMANTAN BARAT,SAMBAS,KEMBUNG,216.139,4567272062,0.03
KALIMANTAN BARAT,SAMBAS,LELE,368.285,1847960000,0.008
KALIMANTAN BARAT,SAMBAS,NILA,1541.55,376950000,0.018
KALIMANTAN BARAT,SAMBAS,PATIN,292.347,430235000,0.01
KALIMANTAN BARAT,SAMBAS,SELAR,790.244,23749949128,0.006
KALIMANTAN BARAT,SAMBAS,TENGGIRI,68.227,2878069569,0.003
KALIMANTAN BARAT,SAMBAS,TERI,50,500,0.011
KALIMANTAN BARAT,SAMBAS,TONGKOL,1165.229,28141391949,0.078
KALIMANTAN BARAT,SAMBAS,UDANG,3495.115,177883960000,0.029
KALIMANTAN BARAT,SANGGAU,GABUS,323.5,10737000000,0.037
KALIMANTAN BARAT,SANGGAU,LELE,332.51,38813500000,0.055
KALIMANTAN BARAT,SANGGAU,MAS,2219.777,75781870000,0.034
KALIMANTAN BARAT,SANGGAU,NILA,2104.718,88573313000,0.096
KALIMANTAN BARAT,SANGGAU,PATIN,1298.851,39297305000,0.02
KALIMANTAN BARAT,SANGGAU,UDANG,34.3,1920800000,0.005
KALIMANTAN BARAT,SEKADAU,GABUS,662.549,231220000,0.056
KALIMANTAN BARAT,SEKADAU,LELE,1009.986,2814070000,0.088
KALIMANTAN BARAT,SEKADAU,MAS,177.9,6651905000,0.035
KALIMANTAN BARAT,SEKADAU,NILA,1534.252,7735685000,0.084
KALIMANTAN BARAT,SEKADAU,PATIN,108.479,3888710000,0.03
KALIMANTAN BARAT,SEKADAU,UDANG,288,36000000,0.004
KALIMANTAN BARAT,SINTANG,GABUS,69.549,2414225000,0.045
KALIMANTAN BARAT,SINTANG,LELE,667.895,15205500000,0.097
KALIMANTAN BARAT,SINTANG,MAS,56.646,1982610000,0.019
KALIMANTAN BARAT,SINTANG,MUJAIR,10.274,256850000,0.002
KALIMANTAN BARAT,SINTANG,NILA,1197.476,41911660000,0.087
KALIMANTAN BARAT,SINTANG,PATIN,135.883,3662880000,0.021
