Provinsi,KabKota,Jenis_Ikan,Volume_Produksi,Nilai_Produksi,Konsumsi
ACEH,ACEH BARAT,BANDENG,462.63,71070000,0.034
ACEH,ACEH BARAT,CAKALANG,1120.95,960382683,0.122
ACEH,ACEH BARAT,KAKAP,1250.74,6805814548,0.01
ACEH,ACEH BARAT,KEMBUNG,1370.749,32601894216,0.067
ACEH,ACEH BARAT,LELE,57.28,1432000000,0.034
ACEH,ACEH BARAT,MAS,11.88,415800000,0.004
ACEH,ACEH BARAT,NILA,65.11,1953300000,0.034
ACEH,ACEH BARAT,SELAR,452.752,9306770112,0.012
ACEH,ACEH BARAT,TENGGIRI,1112.797,7911561830,0.007
ACEH,ACEH BARAT,TONGKOL,1229.375,34537291670,0.154
ACEH,ACEH BARAT,TUNA,819.308,16654220000,0.082
ACEH,ACEH BARAT,UDANG,677.94,21988200000,0.034
ACEH,ACEH BARAT DAYA,GABUS,70,3500000,0.01
ACEH,ACEH BARAT DAYA,KAKAP,438.24,20162000000,0.003
ACEH,ACEH BARAT DAYA,KEMBUNG,312.75,7010000000,0.072
ACEH,ACEH BARAT DAYA,LELE,847.766,1010440000,0.011
ACEH,ACEH BARAT DAYA,MAS,583.941,682080000,0.003
ACEH,ACEH BARAT DAYA,MUJAIR,275,6875000,0.003
ACEH,ACEH BARAT DAYA,NILA,731.275,650000000,0.014
ACEH,ACEH BARAT DAYA,PATIN,61.4,194000750,0.001
ACEH,ACEH BARAT DAYA,SELAR,200,4144000000,0.043
ACEH,ACEH BARAT DAYA,TENGGIRI,91.359,1827180000,0.006
ACEH,ACEH BARAT DAYA,TONGKOL,873.601,150168830000,0.203
ACEH,ACEH BARAT DAYA,TUNA,1047.108,41884320000,0.076
ACEH,ACEH BARAT DAYA,UDANG,960.965,124697725000,0.012
ACEH,ACEH BESAR,BANDENG,123.5,1041625000,0.019
ACEH,ACEH BESAR,CAKALANG,0,35700000000,0.104
ACEH,ACEH BESAR,KAKAP,395,15800000,0.001
ACEH,ACEH BESAR,LELE,18.59,316030000,0.007
ACEH,ACEH BESAR,MAS,11.7,292500000,0.002
ACEH,ACEH BESAR,MUJAIR,5.88,140010000,0.022
ACEH,ACEH BESAR,NILA,14.62,365500000,0.005
ACEH,ACEH BESAR,TENGGIRI,15.46,65341100000,0.001
ACEH,ACEH BESAR,TONGKOL,155.258,248566360000,0.154
ACEH,ACEH BESAR,TUNA,600,18000000,0.031
ACEH,ACEH BESAR,UDANG,0,264847000000,0.045
ACEH,ACEH JAYA,BANDENG,4.468,86116000,0.033
ACEH,ACEH JAYA,CAKALANG,330.72,7937280000,0.081
ACEH,ACEH JAYA,GABUS,283.615,14826165000,0.02
ACEH,ACEH JAYA,KAKAP,672.932,30281940000,0.005
ACEH,ACEH JAYA,LELE,567.135,11355895000,0.008
ACEH,ACEH JAYA,NILA,844.169,18598700000,0.027
ACEH,ACEH JAYA,TENGGIRI,265.9,9306500000,0.003
ACEH,ACEH JAYA,TERI,372.588,8196936000,0.023
ACEH,ACEH JAYA,TONGKOL,821.38,18110720000,0.12
ACEH,ACEH JAYA,TUNA,102.96,3397680000,0.041
ACEH,ACEH JAYA,UDANG,406.18,121573170000,0.063
ACEH,ACEH SELATAN,BANDENG,5.77,144250000,0.002
ACEH,ACEH SELATAN,CAKALANG,3357.492,93293300000,0.072
ACEH,ACEH SELATAN,EKOR KUNING,8.02,200500000,0.027
ACEH,ACEH SELATAN,GABUS,13.313,532520000,0.003
ACEH,ACEH SELATAN,KAKAP,2336.335,30332575000,0.011
ACEH,ACEH SELATAN,KEMBUNG,605.485,23952900000,0.063
ACEH,ACEH SELATAN,LELE,1456.628,2267025000,0.006
ACEH,ACEH SELATAN,MAS,151.891,840880000,0.012
ACEH,ACEH SELATAN,MUJAIR,499.178,1009320000,0.007
ACEH,ACEH SELATAN,NILA,285.637,3504180000,0.019
ACEH,ACEH SELATAN,SELAR,2986.632,53523106000,0.088
ACEH,ACEH SELATAN,TENGGIRI,4225.585,16174550000,0.004
ACEH,ACEH SELATAN,TERI,34.5,690000000,0.044
ACEH,ACEH SELATAN,TONGKOL,3097.598,50733668000,0.268
ACEH,ACEH SELATAN,TUNA,1513.678,33398330000,0.019
ACEH,ACEH SELATAN,UDANG,22.432,897280000,0.009
ACEH,ACEH SINGKIL,EKOR KUNING,307.5,4612500000,0.022
ACEH,ACEH SINGKIL,GABUS,547.424,247920000,0.035
ACEH,ACEH SINGKIL,KAKAP,233.814,10599420000,0.001
ACEH,ACEH SINGKIL,KEMBUNG,20.59,514750000,0.037
ACEH,ACEH SINGKIL,LELE,1247.881,1993079000,0.026
ACEH,ACEH SINGKIL,MAS,4.563,114075000,0.018
ACEH,ACEH SINGKIL,MUJAIR,531,13275000,0.004
ACEH,ACEH SINGKIL,NILA,1456.534,449350000,0.11
ACEH,ACEH SINGKIL,SELAR,41.178,905916000,0.007
ACEH,ACEH SINGKIL,TENGGIRI,190.603,6671105000,0.002
ACEH,ACEH SINGKIL,TERI,168.074,2521110000,0.009
ACEH,ACEH SINGKIL,TONGKOL,269.729,4045935000,0.153
ACEH,ACEH SINGKIL,TUNA,66.136,1984080000,0.01
ACEH,ACEH TAMIANG,BANDENG,3478.494,55978198918,0.061
ACEH,ACEH TAMIANG,KAKAP,3170.272,43585788000,0.002
ACEH,ACEH TAMIANG,KEMBUNG,2390.03,16307310000,0.044
ACEH,ACEH TAMIANG,LELE,312.427,5623686000,0.03
ACEH,ACEH TAMIANG,MAS,23.343,466860000,0.004
ACEH,ACEH TAMIANG,MUJAIR,144.551,2601918000,0.017
ACEH,ACEH TAMIANG,NILA,484.724,10924018000,0.013
ACEH,ACEH TAMIANG,SELAR,2499.035,17930944000,0.003
ACEH,ACEH TAMIANG,TONGKOL,2963.215,13659260000,0.116
ACEH,ACEH TAMIANG,UDANG,2300.507,1488118780000,0.03
ACEH,ACEH TENGAH,GABUS,108,4320000,0.002
ACEH,ACEH TENGAH,MAS,1055.278,3699340000,0.004
ACEH,ACEH TENGAH,NILA,1558.262,20728392000,0.028
ACEH,ACEH TENGGARA,LELE,0,107072580000,0.026
ACEH,ACEH TENGGARA,MAS,10.718,264692520000,0.145
ACEH,ACEH TENGGARA,NILA,9.606,171612975000,0.006
ACEH,ACEH TIMUR,BANDENG,0,271520000000,0.135
ACEH,ACEH TIMUR,BARONANG,12.997,259940000,0.002
ACEH,ACEH TIMUR,BAWAL,524.942,3649713000,0.003
ACEH,ACEH TIMUR,CAKALANG,3351.756,77078728000,0.076
ACEH,ACEH TIMUR,KAKAP,746.403,27217778000,0.008
ACEH,ACEH TIMUR,KEMBUNG,651.148,6788200000,0.069
ACEH,ACEH TIMUR,LELE,41,738000000,0.006
ACEH,ACEH TIMUR,NILA,23,575000000,0.006
ACEH,ACEH TIMUR,SELAR,1342.915,28087362000,0.019
ACEH,ACEH TIMUR,TENGGIRI,202.188,6672204000,0.003
ACEH,ACEH TIMUR,TONGKOL,1969.314,250863381456,0.193
ACEH,ACEH TIMUR,TUNA,988.459,21359217000,0.012
ACEH,ACEH TIMUR,UDANG,718.041,487982070000,0.042
ACEH,ACEH UTARA,BANDENG,638.5,90477000036,0.135
ACEH,ACEH UTARA,BARONANG,3519.443,8018869032,0.002
ACEH,ACEH UTARA,BAWAL,4556.93,133761992000,0.002
ACEH,ACEH UTARA,CAKALANG,8034.656,42464495000,0.039
ACEH,ACEH UTARA,KAKAP,2429.814,55795557000,0.004
ACEH,ACEH UTARA,KEMBUNG,4316.739,7148355000,0.06
ACEH,ACEH UTARA,LELE,37.7,23854000000,0.006
ACEH,ACEH UTARA,NILA,97.108,80236376000,0.001
ACEH,ACEH UTARA,SELAR,6601.164,7988502005,0.02
ACEH,ACEH UTARA,TENGGIRI,3815.91,93223933000,0.008
ACEH,ACEH UTARA,TERI,5149.855,4228134000,0.025
ACEH,ACEH UTARA,TONGKOL,5036.821,78614672000,0.188
ACEH,ACEH UTARA,TUNA,6614.845,65941500000,0.023
ACEH,ACEH UTARA,UDANG,4316.477,538677545000,0.043
ACEH,BENER MERIAH,MAS,1.012,35420000,0.006
ACEH,BENER MERIAH,NILA,152.838,4585140000,0.004
ACEH,BIREUEN,BANDENG,0,123600000000,0.129
ACEH,BIREUEN,CAKALANG,1284.21,28404725700,0.08
ACEH,BIREUEN,KEMBUNG,267.15,6337300000,0.061
ACEH,BIREUEN,LELE,298,4458000000,0.005
ACEH,BIREUEN,MAS,22,660000000,0.001
ACEH,BIREUEN,NILA,1185.5,29637500000,0.002
ACEH,BIREUEN,SELAR,1237.055,4846365540,0.024
ACEH,BIREUEN,TENGGIRI,310.05,14696250000,0.005
ACEH,BIREUEN,TERI,9.71,255700000,0.052
ACEH,BIREUEN,TONGKOL,1052.16,22797614120,0.164
ACEH,BIREUEN,TUNA,355.8,9650500000,0.02
ACEH,BIREUEN,UDANG,1015.445,355773225000,0.07
ACEH,GAYO LUES,GABUS,9.689,649080000,0.008
ACEH,GAYO LUES,LELE,115.5,4042500000,0.022
ACEH,GAYO LUES,MAS,329.7,11539500000,0.144
ACEH,GAYO LUES,NILA,350,12606000000,0.006
ACEH,GAYO LUES,PATIN,11.94,417900000,0.002
ACEH,KOTA BANDA ACEH,BANDENG,194,6415000000,0.026
ACEH,KOTA BANDA ACEH,CAKALANG,2447.014,153849760000,0.069
ACEH,KOTA BANDA ACEH,EKOR KUNING,87.568,1576224000,0.007
ACEH,KOTA BANDA ACEH,KAKAP,54.075,2992087000,0.01
ACEH,KOTA BANDA ACEH,LELE,92.3,2445500000,0.007
ACEH,KOTA BANDA ACEH,MUJAIR,105,3150000000,0.02
ACEH,KOTA BANDA ACEH,NILA,143.4,4302000000,0.007
ACEH,KOTA BANDA ACEH,SELAR,1022.259,24675283000,0.004
ACEH,KOTA BANDA ACEH,TENGGIRI,427.279,21091706000,0.002
ACEH,KOTA BANDA ACEH,TONGKOL,3400.969,121550232000,0.158
ACEH,KOTA BANDA ACEH,TUNA,2318.343,108408064000,0.042
ACEH,KOTA BANDA ACEH,UDANG,196.9,16057000000,0.084
ACEH,KOTA LANGSA,BANDENG,475.249,8083560000,0.039
ACEH,KOTA LANGSA,KAKAP,836.836,26911335500,0.008
ACEH,KOTA LANGSA,LELE,300,6000000000,0.007
ACEH,KOTA LANGSA,NILA,230,8050000000,0.004
ACEH,KOTA LANGSA,SELAR,763.169,44413000,0.016
ACEH,KOTA LANGSA,UDANG,82.509,129372120000,0.05
ACEH,KOTA LHOKSEUMAWE,BANDENG,0,41130000000,0.095
ACEH,KOTA LHOKSEUMAWE,BAWAL,2600.65,514122000,0.003
ACEH,KOTA LHOKSEUMAWE,CAKALANG,2609.029,241876782000,0.068
ACEH,KOTA LHOKSEUMAWE,KAKAP,728.145,1060955000,0.008
ACEH,KOTA LHOKSEUMAWE,KEMBUNG,245.2,7356000000,0.043
ACEH,KOTA LHOKSEUMAWE,LELE,0,30603600000,0.003
ACEH,KOTA LHOKSEUMAWE,SELAR,1051.197,12614364000,0.013
ACEH,KOTA LHOKSEUMAWE,TENGGIRI,1961.2,94800000,0.001
ACEH,KOTA LHOKSEUMAWE,TERI,644.54,7734480000,0.036
ACEH,KOTA LHOKSEUMAWE,TONGKOL,1952.389,156449124000,0.184
ACEH,KOTA LHOKSEUMAWE,TUNA,758.18,957210000,0.02
ACEH,KOTA LHOKSEUMAWE,UDANG,0,78285000000,0.063
ACEH,KOTA SABANG,CAKALANG,307.05,7676250000,0.055
ACEH,KOTA SABANG,KAKAP,12.776,490980000,0.018
ACEH,KOTA SABANG,KEMBUNG,6.9,103500000,0.083
ACEH,KOTA SABANG,LELE,3.682,92050000,0.001
ACEH,KOTA SABANG,MUJAIR,573.678,206100000,0.021
ACEH,KOTA SABANG,NILA,821.615,335600000,0.009
ACEH,KOTA SABANG,SELAR,121.533,57986112000,0.001
ACEH,KOTA SABANG,TONGKOL,193.473,78277240000,0.244
ACEH,KOTA SABANG,TUNA,647.55,27197100000,0.037
ACEH,KOTA SABANG,UDANG,1.167,70020000,0.037
ACEH,KOTA SUBULUSSALAM,GABUS,4.727,118175000,0.031
ACEH,KOTA SUBULUSSALAM,LELE,10.648,317360000,0.018
ACEH,KOTA SUBULUSSALAM,NILA,4.86,145800000,0.095
ACEH,KOTA SUBULUSSALAM,PATIN,8.98,209000000,0.002
ACEH,NAGAN RAYA,BAWAL,756.654,244620000,0.009
ACEH,NAGAN RAYA,GABUS,158.596,6699110000,0.058
ACEH,NAGAN RAYA,KAKAP,69.58,2416285000,0.002
ACEH,NAGAN RAYA,LELE,851.831,17339170000,0.034
ACEH,NAGAN RAYA,MAS,202,7070000000,0.012
ACEH,NAGAN RAYA,NILA,1418.522,21089264000,0.072
ACEH,NAGAN RAYA,PATIN,39.715,794300000,0.003
ACEH,NAGAN RAYA,TENGGIRI,545,19650000,0.004
ACEH,NAGAN RAYA,TERI,40.994,523860000,0.035
ACEH,NAGAN RAYA,TONGKOL,10.705,214100000,0.154
ACEH,NAGAN RAYA,UDANG,859.521,29079580000,0.024
ACEH,PIDIE,BANDENG,0,120683500000,0.078
ACEH,PIDIE,CAKALANG,2255.47,57932110000,0.075
ACEH,PIDIE,KAKAP,1463.028,53218605000,0.002
ACEH,PIDIE,KEMBUNG,536.385,15294030000,0.092
ACEH,PIDIE,LELE,548,13700000000,0.004
ACEH,PIDIE,NILA,342,6498000000,0.006
ACEH,PIDIE,SELAR,1813.17,39206742000,0.011
ACEH,PIDIE,TENGGIRI,819.104,32702850000,0.004
ACEH,PIDIE,TONGKOL,5004.339,85299675000,0.183
ACEH,PIDIE,TUNA,2495.913,79621017000,0.009
ACEH,PIDIE,UDANG,1926.4,141876000000,0.051
ACEH,PIDIE JAYA,BANDENG,0,135475000000,0.09
ACEH,PIDIE JAYA,CAKALANG,4324.961,147507010000,0.094
ACEH,PIDIE JAYA,KAKAP,382.502,17649716000,0.002
ACEH,PIDIE JAYA,KEMBUNG,2071.946,49539509000,0.081
ACEH,PIDIE JAYA,LELE,380.289,6845202000,0.001
ACEH,PIDIE JAYA,SELAR,1356.504,25532895000,0.011
ACEH,PIDIE JAYA,TENGGIRI,1475.596,65632605000,0.006
ACEH,PIDIE JAYA,TONGKOL,1530.928,20543688000,0.221
ACEH,PIDIE JAYA,TUNA,2435.677,103226201000,0.013
ACEH,PIDIE JAYA,UDANG,353.003,430479250000,0.062
ACEH,SIMEULUE,BANDENG,23.04,292900000,0.018
ACEH,SIMEULUE,BARONANG,140.3,3507500000,0.002
ACEH,SIMEULUE,GABUS,1760.64,872630000,0.012
ACEH,SIMEULUE,KAKAP,497.77,17722500000,0.003
ACEH,SIMEULUE,KEMBUNG,193.017,31008204000,0.058
ACEH,SIMEULUE,LELE,54.65,1664500000,0.006
ACEH,SIMEULUE,MUJAIR,732.567,956565000,0.013
ACEH,SIMEULUE,NILA,570.178,983095000,0.006
ACEH,SIMEULUE,TENGGIRI,206,6655000000,0.01
ACEH,SIMEULUE,TERI,27.95,21119000000,0.036
ACEH,SIMEULUE,TONGKOL,740.082,99964795000,0.309
ACEH,SIMEULUE,TUNA,458.4,14044000000,0.015
ACEH,SIMEULUE,UDANG,1260.485,1311275000,0.017
BALI,BADUNG,CAKALANG,2810.62,70265500000,0.01
BALI,BADUNG,EKOR KUNING,3.2,96000000,0.016
BALI,BADUNG,KAKAP,1503.794,3989470000,0.005
BALI,BADUNG,LELE,510.76,8176600000,0.02
BALI,BADUNG,MAS,782.58,71880000,0.002
BALI,BADUNG,MUJAIR,20,240,0.018
BALI,BADUNG,NILA,112.834,1727678000,0.003
BALI,BADUNG,TENGGIRI,195.366,3449820000,0.003
BALI,BADUNG,TONGKOL,1357.352,32632056000,0.027
BALI,BADUNG,TUNA,1152.02,29796000000,0.009
BALI,BANGLI,MUJAIR,1011.153,452172000,0.116
BALI,BULELENG,CAKALANG,1057.6,91128000000,0.019
BALI,BULELENG,EKOR KUNING,166.2,2908500000,0.011
BALI,BULELENG,KEMBUNG,415.2,8304000000,0.009
BALI,BULELENG,LELE,25.053,425901000,0.003
BALI,BULELENG,SELAR,4.8,86400000,0.004
BALI,BULELENG,TERI,174.8,4370000000,0.011
BALI,BULELENG,TONGKOL,2433.4,81105600000,0.081
BALI,BULELENG,TUNA,1577.4,129295200000,0.02
BALI,BULELENG,UDANG,5.54,64155760000,0.005
BALI,GIANYAR,KAKAP,81.048,3774440000,0.002
BALI,GIANYAR,LELE,629.873,13811927000,0.008
BALI,GIANYAR,NILA,214.556,6922635000,0.001
BALI,GIANYAR,TENGGIRI,50.538,2274210000,0.001
BALI,GIANYAR,TONGKOL,162.454,3616650000,0.008
BALI,GIANYAR,UDANG,54.074,5407400000,0.004
BALI,JEMBRANA,EKOR KUNING,127.438,1597053016,0.014
BALI,JEMBRANA,KAKAP,523.398,20954891050,0.005
BALI,JEMBRANA,KEMBUNG,171.122,2648194500,0.028
BALI,JEMBRANA,LELE,210.468,3472722000,0.006
BALI,JEMBRANA,SELAR,307.54,1847075432,0.007
BALI,JEMBRANA,TENGGIRI,344.796,12107725696,0.002
BALI,JEMBRANA,TONGKOL,2111.576,21616815380,0.081
BALI,JEMBRANA,UDANG,0,101208318000,0.013
BALI,KARANGASEM,CAKALANG,2200.44,141494060000,0.007
BALI,KARANGASEM,KEMBUNG,4.8,144000000,0.002
BALI,KARANGASEM,TENGGIRI,387.094,11612820000,0.005
BALI,KARANGASEM,TONGKOL,826.8,126005730000,0.075
BALI,KARANGASEM,TUNA,2261.154,211776420000,0.002
BALI,KARANGASEM,UDANG,209.823,17120160000,0.003
BALI,KLUNGKUNG,CAKALANG,57.406,2066616000,0.003
BALI,KLUNGKUNG,KAKAP,430.398,2468004000,0.007
BALI,KLUNGKUNG,LELE,19.238,346284000,0.013
BALI,KLUNGKUNG,TONGKOL,1520.986,41935210800,0.134
BALI,KOTA DENPASAR,BAWAL,2156.62,7623520000,0.002
BALI,KOTA DENPASAR,CAKALANG,6675.934,199267380900,0.01
BALI,KOTA DENPASAR,EKOR KUNING,688.522,112280000,0.01
BALI,KOTA DENPASAR,KAKAP,3171.116,33924570000,0.006
BALI,KOTA DENPASAR,LELE,287.2,4882400000,0.015
BALI,KOTA DENPASAR,NILA,34.2,526020000,0.004
BALI,KOTA DENPASAR,SELAR,3905.858,5315260000,0.002
BALI,KOTA DENPASAR,TENGGIRI,1845.402,52413580000,0.003
BALI,KOTA DENPASAR,TONGKOL,6076.606,59903090000,0.043
BALI,KOTA DENPASAR,TUNA,6864.13,591516389000,0.013
BALI,KOTA DENPASAR,UDANG,20.6,1108000000,0.02
BALI,TABANAN,LELE,7.748,22795351000,0.017
BALI,TABANAN,MUJAIR,1191.848,112544000,0.015
BALI,TABANAN,NILA,1131.778,26030894000,0.009
BALI,TABANAN,TENGGIRI,38.16,2224630000,0.001
BALI,TABANAN,TONGKOL,52.998,1179216000,0.032
BALI,TABANAN,UDANG,39.319,1714570000,0.01
BANTEN,KOTA CILEGON,LELE,230.112,4142016000,0.067
BANTEN,KOTA SERANG,BANDENG,914.45,27433500000,0.093
BANTEN,KOTA SERANG,LELE,463.928,10206416000,0.054
BANTEN,KOTA SERANG,NILA,123.749,3712470000,0.005
BANTEN,KOTA SERANG,UDANG,40.426,3436210000,0.012
BANTEN,KOTA TANGERANG,LELE,165.676,3724535000,0.084
BANTEN,KOTA TANGERANG,MAS,14.253,356325000,0.026
BANTEN,KOTA TANGERANG,NILA,10.375,259375000,0.021
BANTEN,KOTA TANGERANG SELATAN,GABUS,1.868,93400000,0.002
BANTEN,KOTA TANGERANG SELATAN,LELE,292.413,5321002000,0.087
BANTEN,KOTA TANGERANG SELATAN,MAS,1.1,27500000,0.037
BANTEN,KOTA TANGERANG SELATAN,MUJAIR,388.73,7774600000,0.032
BANTEN,KOTA TANGERANG SELATAN,NILA,6.6,105600000,0.026
BANTEN,KOTA TANGERANG SELATAN,PATIN,11.584,214180000,0.006
BANTEN,KOTA TANGERANG SELATAN,UDANG,8.295,232260000,0.025
BANTEN,LEBAK,BANDENG,56.64,1699200000,0.032
BANTEN,LEBAK,GABUS,345.388,212805000,0.003
BANTEN,LEBAK,LELE,798.784,24222672000,0.026
BANTEN,LEBAK,MAS,405.572,38305056000,0.066
BANTEN,LEBAK,MUJAIR,1375.979,466660000,0.014
BANTEN,LEBAK,NILA,551.849,13997252000,0.011
BANTEN,LEBAK,UDANG,268.256,21358220000,0.002
BANTEN,PANDEGLANG,BANDENG,340.954,6819080000,0.015
BANTEN,PANDEGLANG,LELE,0,92028134000,0.031
BANTEN,PANDEGLANG,MAS,0,92164672000,0.037
BANTEN,PANDEGLANG,NILA,0,167870220000,0.009
BANTEN,PANDEGLANG,UDANG,0,1121099765000,0.002
BANTEN,SERANG,BANDENG,0,66427128000,0.108
BANTEN,SERANG,GABUS,2292.757,267350900,0.006
BANTEN,SERANG,LELE,2375.932,22220543000,0.047
BANTEN,SERANG,MAS,2210.002,6221155000,0.012
BANTEN,SERANG,MUJAIR,38.838,388380000,0.034
BANTEN,SERANG,NILA,2461.004,7944661000,0.01
BANTEN,SERANG,PATIN,2.61,46980000,0.004
BANTEN,SERANG,UDANG,466.713,37337040000,0.009
BANTEN,TANGERANG,BANDENG,0,128075562000,0.064
BANTEN,TANGERANG,GABUS,1454.487,646500000,0.002
BANTEN,TANGERANG,KAKAP,8.212,369540000,0.002
BANTEN,TANGERANG,LELE,30.774,132353250000,0.062
BANTEN,TANGERANG,MAS,164.81,4614680000,0.014
BANTEN,TANGERANG,MUJAIR,1018.495,45726445000,0.053
BANTEN,TANGERANG,NILA,543.673,12504479000,0.006
BANTEN,TANGERANG,PATIN,40.216,482592000,0.005
BANTEN,TANGERANG,UDANG,560.432,43197927991,0.012
BENGKULU,BENGKULU SELATAN,GABUS,6.561,229635000,0.01
BENGKULU,BENGKULU SELATAN,LELE,7.414,151527370000,0.037
BENGKULU,BENGKULU SELATAN,MAS,0,452778210000,0.019
BENGKULU,BENGKULU SELATAN,MUJAIR,8.528,213200000,0.003
BENGKULU,BENGKULU SELATAN,NILA,650.179,376532540000,0.205
BENGKULU,BENGKULU SELATAN,PATIN,0,136932500000,0.002
BENGKULU,BENGKULU TENGAH,BAWAL,830.417,8254150000,0.001
BENGKULU,BENGKULU TENGAH,GABUS,4.664,93280000,0.008
BENGKULU,BENGKULU TENGAH,KAKAP,561.45,7133580000,0.002
BENGKULU,BENGKULU TENGAH,LELE,16.933,340496720000,0.013
BENGKULU,BENGKULU TENGAH,MAS,10.761,322830000,0.013
BENGKULU,BENGKULU TENGAH,MUJAIR,9.218,230450000,0.007
BENGKULU,BENGKULU TENGAH,NILA,13.491,34088655000,0.129
BENGKULU,BENGKULU TENGAH,TENGGIRI,355.595,1956325000,0.001
BENGKULU,BENGKULU TENGAH,TONGKOL,241.304,830080000,0.055
BENGKULU,BENGKULU TENGAH,TUNA,17.68,353600000,0.033
BENGKULU,BENGKULU UTARA,GABUS,1429.3,351570000,0.005
BENGKULU,BENGKULU UTARA,KAKAP,55.106,2479770000,0.002
BENGKULU,BENGKULU UTARA,KEMBUNG,55.328,1936480000,0.001
BENGKULU,BENGKULU UTARA,LELE,927.213,129289690000,0.023
BENGKULU,BENGKULU UTARA,MAS,703.488,294966010000,0.009
BENGKULU,BENGKULU UTARA,NILA,400.65,202342920000,0.128
BENGKULU,BENGKULU UTARA,TENGGIRI,273.303,9901260000,0.002
BENGKULU,BENGKULU UTARA,TONGKOL,120.737,5916850000,0.03
BENGKULU,BENGKULU UTARA,TUNA,152,3040000000,0.024
BENGKULU,BENGKULU UTARA,UDANG,0,108608200000,0.007
BENGKULU,KAUR,BARONANG,15.34,260780000,0.006
BENGKULU,KAUR,CAKALANG,216.01,4320200000,0.033
BENGKULU,KAUR,GABUS,2020.87,435280000,0.012
BENGKULU,KAUR,KEMBUNG,11.1,277500000,0.008
BENGKULU,KAUR,LELE,748.889,5996092000,0.016
BENGKULU,KAUR,MAS,1632.079,8509544000,0.007
BENGKULU,KAUR,MUJAIR,1176.2,347200000,0.005
BENGKULU,KAUR,NILA,1665.544,18525680000,0.129
BENGKULU,KAUR,TENGGIRI,322.865,11270425000,0.006
BENGKULU,KAUR,TONGKOL,197.715,3361155000,0.081
BENGKULU,KAUR,TUNA,1093.85,4394500000,0.045
BENGKULU,KAUR,UDANG,0,192687900000,0.012
BENGKULU,KEPAHIANG,LELE,30.187,61132980000,0.016
BENGKULU,KEPAHIANG,MAS,580.425,536853310000,0.015
BENGKULU,KEPAHIANG,MUJAIR,18.528,370560000,0.019
BENGKULU,KEPAHIANG,NILA,35.13,449245480000,0.058
BENGKULU,KOTA BENGKULU,BAWAL,2162.23,108111500000,0.003
BENGKULU,KOTA BENGKULU,CAKALANG,388.84,9721000000,0.076
BENGKULU,KOTA BENGKULU,GABUS,1389.046,671150000,0.007
BENGKULU,KOTA BENGKULU,KAKAP,1214.141,72848460000,0.014
BENGKULU,KOTA BENGKULU,KEMBUNG,241.055,4821100000,0.002
BENGKULU,KOTA BENGKULU,LELE,2164.253,208794508000,0.039
BENGKULU,KOTA BENGKULU,MAS,1269.9,244890000,0.007
BENGKULU,KOTA BENGKULU,MUJAIR,1368.035,347740000,0.012
BENGKULU,KOTA BENGKULU,NILA,199.855,3997100000,0.105
BENGKULU,KOTA BENGKULU,TENGGIRI,743.025,26005875000,0.001
BENGKULU,KOTA BENGKULU,TERI,476.61,9532200000,0.005
BENGKULU,KOTA BENGKULU,TONGKOL,1211.762,20599954000,0.04
BENGKULU,KOTA BENGKULU,TUNA,193.561,4839025000,0.055
BENGKULU,KOTA BENGKULU,UDANG,662.56,444403200000,0.023
BENGKULU,LEBONG,GABUS,2284.4,334000000,0.008
BENGKULU,LEBONG,LELE,14.08,34288004000,0.039
BENGKULU,LEBONG,MAS,279.939,164031772000,0.075
BENGKULU,LEBONG,MUJAIR,12.295,245900000,0.008
BENGKULU,LEBONG,NILA,537.866,106465360000,0.129
BENGKULU,REJANG LEBONG,GABUS,1582.536,273330000,0.001
BENGKULU,REJANG LEBONG,LELE,12.236,105026624000,0.016
BENGKULU,REJANG LEBONG,MAS,407.444,463621448000,0.028
BENGKULU,REJANG LEBONG,NILA,16.956,338004120000,0.069
BENGKULU,REJANG LEBONG,PATIN,0,114911730000,0.015
BENGKULU,SELUMA,GABUS,3797.352,1399490000,0.013
BENGKULU,SELUMA,KAKAP,57.1,2284000000,0.001
BENGKULU,SELUMA,LELE,536.356,58826090000,0.015
BENGKULU,SELUMA,MAS,2703.903,2216300000,0.008
BENGKULU,SELUMA,MUJAIR,3238.747,741991000,0.003
BENGKULU,SELUMA,NILA,1231.863,45700345000,0.14
BENGKULU,SELUMA,SELAR,15.278,305560000,0.002
BENGKULU,SELUMA,TENGGIRI,57.68,2018800000,0.003
BENGKULU,SELUMA,TONGKOL,112.3,2246000000,0.038
BENGKULU,SELUMA,UDANG,150,15000000000,0.007
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,BAWAL,23.223,510906000,0.002
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,GABUS,25.654,1539240000,0.001
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,LELE,18.633,127811373500,0.06
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,MUJAIR,17.415,383130000,0.001
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,NILA,35.546,65627762000,0.016
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,PATIN,165.633,3128884000,0.003
DAERAH ISTIMEWA YOGYAKARTA,BANTUL,UDANG,619.653,34980365000,0.006
DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,BAWAL,31.06,2795400000,0.007
DAERAH ISTIMEWA YOGYAKARTA,GUNUNG KIDUL,CAKALANG,373.822,23724078000,0.003
